LU_NAME,KEY_REF,STEP_NO,DESCRIPTION,APP_DATE,NOTE,PREV_APPROVAL_DATE,PERSON_ID,APPROVAL_STATUS
DocIssue,DOC_CLASS=585^DOC_NO=2874653^DOC_REV=()^DOC_SHEET=1^,40,Originator - edit if reqd,,,,100468,
DocIssue,DOC_CLASS=865^DOC_NO=2891613^DOC_REV=()^DOC_SHEET=1^,10,PE Technician,,,,103684,
DocIssue,DOC_CLASS=865^DOC_NO=2891613^DOC_REV=()^DOC_SHEET=1^,20,Production Supervisor,,,,100083,
DocIssue,DOC_CLASS=865^DOC_NO=2891613^DOC_REV=()^DOC_SHEET=1^,30,EH&S Officer,,,,100405,
DocIssue,DOC_CLASS=580^DOC_NO=2988876^DOC_REV=()^DOC_SHEET=1^,20,Approver,,,,103309,
DocIssue,DOC_CLASS=580^DOC_NO=2988876^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,100555,
DocIssue,DOC_CLASS=700^DOC_NO=2964466^DOC_REV=()^DOC_SHEET=1^,10,Snsr/Inst Engineering Coordinator,,,,100309,
DocIssue,DOC_CLASS=700^DOC_NO=2964466^DOC_REV=()^DOC_SHEET=1^,80,"Snsr/Inst: Eng Coord, Release Distribute",,,,100309,
DocIssue,DOC_CLASS=700^DOC_NO=2964466^DOC_REV=()^DOC_SHEET=1^,30,Snsr/Inst: Drafter,,,,100043,
DocIssue,DOC_CLASS=700^DOC_NO=2958270^DOC_REV=()^DOC_SHEET=1^,10,Tech Writer - Convert old AI to HEMI AI,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2958270^DOC_REV=()^DOC_SHEET=1^,30,Tech Writer incorporate format  changes,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2958270^DOC_REV=()^DOC_SHEET=1^,50,Tech Writer - HEMI final update AI,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2734496^DOC_REV=()^DOC_SHEET=1^,40,Mfg Tech - Review document,,,,103551,
DocIssue,DOC_CLASS=580^DOC_NO=2899237^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,103424,
DocIssue,DOC_CLASS=580^DOC_NO=2899237^DOC_REV=()^DOC_SHEET=1^,20,Approval,,,,103455,
DocIssue,DOC_CLASS=580^DOC_NO=2899237^DOC_REV=()^DOC_SHEET=1^,30,Release Doc,,,,103424,
DocIssue,DOC_CLASS=735^DOC_NO=2916643^DOC_REV=2^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,103639,
DocIssue,DOC_CLASS=735^DOC_NO=2916643^DOC_REV=2^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,102055,
DocIssue,DOC_CLASS=735^DOC_NO=2916643^DOC_REV=2^DOC_SHEET=1^,50,Tech/Process Owner Release,,,,103639,
DocIssue,DOC_CLASS=735^DOC_NO=2916643^DOC_REV=2^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,,,,103352,
DocIssue,DOC_CLASS=735^DOC_NO=2916643^DOC_REV=2^DOC_SHEET=1^,45,Prod Supervisor Appr_Delete if lead appr,,,,103173,
DocIssue,DOC_CLASS=735^DOC_NO=2916643^DOC_REV=2^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,102450,
DocIssue,DOC_CLASS=735^DOC_NO=2916643^DOC_REV=2^DOC_SHEET=1^,40,QE Approval_Delete if QTech approves,,,,103229,
DocIssue,DOC_CLASS=580^DOC_NO=2953408^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,103424,
DocIssue,DOC_CLASS=580^DOC_NO=2953408^DOC_REV=()^DOC_SHEET=1^,20,Approval,,,,100551,
DocIssue,DOC_CLASS=580^DOC_NO=2953408^DOC_REV=()^DOC_SHEET=1^,30,Release Doc,,,,103424,
DocIssue,DOC_CLASS=580^DOC_NO=2746412^DOC_REV=3^DOC_SHEET=1^,10,Originator,,,,100146,
DocIssue,DOC_CLASS=580^DOC_NO=2746412^DOC_REV=3^DOC_SHEET=1^,20,Approver,,,,103309,
DocIssue,DOC_CLASS=735^DOC_NO=2941696^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,100162,
DocIssue,DOC_CLASS=735^DOC_NO=2941696^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,100246,
DocIssue,DOC_CLASS=735^DOC_NO=2941696^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,,,,100162,
DocIssue,DOC_CLASS=735^DOC_NO=2941696^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,,,,100359,
DocIssue,DOC_CLASS=735^DOC_NO=2941696^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,100265,
DocIssue,DOC_CLASS=735^DOC_NO=3043514^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,103126,
DocIssue,DOC_CLASS=735^DOC_NO=3043514^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,,Reject due to concerns of lack of epoxy around connections and possible damage to element,,100304,
DocIssue,DOC_CLASS=735^DOC_NO=3043514^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,Rejecting step,,103834,
DocIssue,DOC_CLASS=701^DOC_NO=3058854^DOC_REV=()^DOC_SHEET=1^,10,"Originator-Type ID#, delete ARG_NO_NAM",,,,100604,
DocIssue,DOC_CLASS=701^DOC_NO=3058854^DOC_REV=()^DOC_SHEET=1^,10,ECR creation-completed correctly?,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=3058854^DOC_REV=()^DOC_SHEET=1^,40,Notify Creator of ECR disposition,,,,100604,
DocIssue,DOC_CLASS=701^DOC_NO=3058854^DOC_REV=()^DOC_SHEET=1^,50,Close ECR,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=3058854^DOC_REV=()^DOC_SHEET=1^,20,Disposition ECR - Cog Eng,,,,103386,
DocIssue,DOC_CLASS=701^DOC_NO=3058854^DOC_REV=()^DOC_SHEET=1^,30,Implement disposition,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=3058854^DOC_REV=()^DOC_SHEET=1^,40,Notify Lead of ECR disposition,,,,100604,
DocIssue,DOC_CLASS=735^DOC_NO=2956854^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,103639,
DocIssue,DOC_CLASS=735^DOC_NO=2956854^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,103385,
DocIssue,DOC_CLASS=735^DOC_NO=2956854^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,,Please obsolete this deviation and scrap parts. ,,103639,
DocIssue,DOC_CLASS=735^DOC_NO=3023199^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,,,,103568,
DocIssue,DOC_CLASS=735^DOC_NO=3023199^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,103551,
DocIssue,DOC_CLASS=735^DOC_NO=3023199^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,102057,
DocIssue,DOC_CLASS=735^DOC_NO=3023199^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,,,,103551,
DocIssue,DOC_CLASS=735^DOC_NO=3023199^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,103456,
DocIssue,DOC_CLASS=700^DOC_NO=2991160^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2991160^DOC_REV=()^DOC_SHEET=1^,15,Cog Eng - HEMI content review,,Review before drafting?,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=2991160^DOC_REV=()^DOC_SHEET=1^,70,Cog Eng - HEMI final approval,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=2992355^DOC_REV=()^DOC_SHEET=1^,70,Cog Eng - HEMI final approval,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=2991160^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2992358^DOC_REV=()^DOC_SHEET=1^,15,Cog Eng - HEMI Content Review,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=2992358^DOC_REV=()^DOC_SHEET=1^,70,Cog Eng - HEMI final approval,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=2992549^DOC_REV=()^DOC_SHEET=1^,15,Cog Eng - HEMI content review,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=2992549^DOC_REV=()^DOC_SHEET=1^,70,Cog Eng - HEMI final approval,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=3003816^DOC_REV=()^DOC_SHEET=1^,70,Cog Eng - HEMI final approval,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=3003975^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=3003975^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=3003975^DOC_REV=()^DOC_SHEET=1^,15,Cog Eng –  HEMI content review,,,,103309,
DocIssue,DOC_CLASS=700^DOC_NO=3003975^DOC_REV=()^DOC_SHEET=1^,70,Cog Eng –  HEMI / final approval,,,,103309,
DocIssue,DOC_CLASS=700^DOC_NO=3003977^DOC_REV=()^DOC_SHEET=1^,70,Cog Eng - HEMI final approval,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=3003979^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=3003979^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=3003979^DOC_REV=()^DOC_SHEET=1^,15,Cog Eng –  HEMI content review,,,,102057,
DocIssue,DOC_CLASS=580^DOC_NO=2962875^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,103424,
DocIssue,DOC_CLASS=580^DOC_NO=2962875^DOC_REV=()^DOC_SHEET=1^,20,Approval,,,,103455,
DocIssue,DOC_CLASS=580^DOC_NO=2962875^DOC_REV=()^DOC_SHEET=1^,30,Release Doc,,,,103424,
DocIssue,DOC_CLASS=580^DOC_NO=2898716^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,103424,
DocIssue,DOC_CLASS=580^DOC_NO=2898716^DOC_REV=()^DOC_SHEET=1^,20,Approval,,,,100551,
DocIssue,DOC_CLASS=580^DOC_NO=2898716^DOC_REV=()^DOC_SHEET=1^,30,Release Doc,,,,103424,
DocIssue,DOC_CLASS=700^DOC_NO=3009786^DOC_REV=()^DOC_SHEET=1^,70,Cog Eng - HEMI /  Final approval,,,12-Jan-21,103753,
DocIssue,DOC_CLASS=735^DOC_NO=3051461^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,100555,
DocIssue,DOC_CLASS=735^DOC_NO=3051461^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,103415,
DocIssue,DOC_CLASS=735^DOC_NO=3051461^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,,,,100555,
DocIssue,DOC_CLASS=735^DOC_NO=3051461^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,,,,100822,
DocIssue,DOC_CLASS=735^DOC_NO=3051461^DOC_REV=()^DOC_SHEET=1^,45,Prod Supervisor Appr_Delete if lead appr,,,,100776,
DocIssue,DOC_CLASS=735^DOC_NO=3051461^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,103834,
DocIssue,DOC_CLASS=735^DOC_NO=3051461^DOC_REV=()^DOC_SHEET=1^,40,QE Approval_Delete if QTech approves,,,,103229,
DocIssue,DOC_CLASS=735^DOC_NO=2917235^DOC_REV=()^DOC_SHEET=1^,30,Tech/Process Owner Approval,,The QR covers it.  ,,103427,
DocIssue,DOC_CLASS=580^DOC_NO=2877458^DOC_REV=A^DOC_SHEET=1^,10,Originator,,See CO 283,,103587,
DocIssue,DOC_CLASS=580^DOC_NO=2746412^DOC_REV=5^DOC_SHEET=1^,10,Originator,,,,100146,
DocIssue,DOC_CLASS=580^DOC_NO=2746412^DOC_REV=5^DOC_SHEET=1^,20,Approver,,,,103309,
DocIssue,DOC_CLASS=A500^DOC_NO=3042404^DOC_REV=()^DOC_SHEET=1^,10,Start AR,,,,100179,
DocIssue,DOC_CLASS=A500^DOC_NO=3042404^DOC_REV=()^DOC_SHEET=1^,20,"Complete RACI, Training Plan",,"Justin, Can the status of the SPI be changed from Approved to Released? There is one problem in the Reference Documents section; there's a reference to SPI 82-1107 ATP which does not exist in IFS. Should we remove the reference? Thanks. Sue, 3-23-2020.",,100060,
DocIssue,DOC_CLASS=A500^DOC_NO=3042404^DOC_REV=()^DOC_SHEET=1^,30,Update DCD,,,,100179,
DocIssue,DOC_CLASS=735^DOC_NO=2990128^DOC_REV=()^DOC_SHEET=1^,15,Tech/Process Owner Approval,,Cancel this please,,100086,
DocIssue,DOC_CLASS=700^DOC_NO=2957020^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2957020^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2957020^DOC_REV=()^DOC_SHEET=1^,15,Cog Eng –  HEMI content review,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=2957020^DOC_REV=()^DOC_SHEET=1^,70,Cog Eng –  HEMI / final approval,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=2979037^DOC_REV=()^DOC_SHEET=1^,70,Cog Eng - HEMI final approval,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=2979037^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2979037^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2992355^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2992355^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2992358^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2992358^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=A1600^DOC_NO=2922694^DOC_REV=B^DOC_SHEET=1^,10,Start AR 2,,,,100179,
DocIssue,DOC_CLASS=A1600^DOC_NO=2922694^DOC_REV=B^DOC_SHEET=1^,20,Approve this TEST2  approval routing,,,,103611,
DocIssue,DOC_CLASS=A1600^DOC_NO=2922694^DOC_REV=B^DOC_SHEET=1^,30,Click Release on this TEST2 approval rtg,,,,100309,
DocIssue,DOC_CLASS=700^DOC_NO=2979046^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2979046^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2979046^DOC_REV=()^DOC_SHEET=1^,15,Cog Eng –  HEMI content review,,,,103309,
DocIssue,DOC_CLASS=700^DOC_NO=2979046^DOC_REV=()^DOC_SHEET=1^,70,Cog Eng –  HEMI / final approval,,,,103309,
DocIssue,DOC_CLASS=700^DOC_NO=2992543^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2992543^DOC_REV=()^DOC_SHEET=1^,30,HEMI SME - HEMI Review,,,,103753,
DocIssue,DOC_CLASS=700^DOC_NO=2992543^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2992543^DOC_REV=()^DOC_SHEET=1^,15,Cog Eng –  HEMI content review,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=2992543^DOC_REV=()^DOC_SHEET=1^,70,Cog Eng –  HEMI / final approval,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=2895566^DOC_REV=()^DOC_SHEET=1^,20,Snsr/Inst: Dsgn Eng,,,,103386,
DocIssue,DOC_CLASS=700^DOC_NO=2895566^DOC_REV=()^DOC_SHEET=1^,30,Snsr/Inst: Drafter,,,,100043,
DocIssue,DOC_CLASS=700^DOC_NO=2895566^DOC_REV=()^DOC_SHEET=1^,40,Snsr/Inst: Dsgn Eng,,,,103386,
DocIssue,DOC_CLASS=700^DOC_NO=2895566^DOC_REV=()^DOC_SHEET=1^,80,"Snsr/Inst: Eng Coord, Release Distribute",,,,100309,
DocIssue,DOC_CLASS=700^DOC_NO=2895566^DOC_REV=()^DOC_SHEET=1^,50,Snsr/Inst: DE 2nd Check,,,,100304,
DocIssue,DOC_CLASS=735^DOC_NO=2895342^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,103126,
DocIssue,DOC_CLASS=701^DOC_NO=3016222^DOC_REV=()^DOC_SHEET=1^,10,ECR Originator,,,,103913,
DocIssue,DOC_CLASS=701^DOC_NO=2892411^DOC_REV=()^DOC_SHEET=1^,10,"Originator-Type ID#, delete ARG_NO_NAM",,,,100604,
DocIssue,DOC_CLASS=701^DOC_NO=2892411^DOC_REV=()^DOC_SHEET=1^,10,ECR creation-completed correctly?,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2892411^DOC_REV=()^DOC_SHEET=1^,40,Notify Creator of ECR disposition,,,,100604,
DocIssue,DOC_CLASS=701^DOC_NO=2892411^DOC_REV=()^DOC_SHEET=1^,50,Close ECR,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2892411^DOC_REV=()^DOC_SHEET=1^,20,Disposition ECR - Cog Eng,,,,103385,
DocIssue,DOC_CLASS=701^DOC_NO=2892411^DOC_REV=()^DOC_SHEET=1^,30,Implement disposition,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2892411^DOC_REV=()^DOC_SHEET=1^,40,Notify Lead of ECR disposition,,,,100604,
DocIssue,DOC_CLASS=735^DOC_NO=2959411^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,100552,
DocIssue,DOC_CLASS=735^DOC_NO=2959411^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,100825,
DocIssue,DOC_CLASS=700^DOC_NO=3059074^DOC_REV=()^DOC_SHEET=1^,5,Eng Coordinator/Pull ECO for HEMI update,,,,100309,
DocIssue,DOC_CLASS=700^DOC_NO=3059074^DOC_REV=()^DOC_SHEET=1^,10,Tech Writer - Print AIS,,"390-HT880_S-IS_S-XP_D-IS AI E is at
F:\Parts\TSCS\465-Humidity\HT480\Prod",,103710,
DocIssue,DOC_CLASS=700^DOC_NO=3059074^DOC_REV=()^DOC_SHEET=1^,20,MFG Tech-HEMI/ Process review-Photos,,,,100555,
DocIssue,DOC_CLASS=700^DOC_NO=3059074^DOC_REV=()^DOC_SHEET=1^,30,"Tech Writer/incorporate changes, Photos",,,,103710,
DocIssue,DOC_CLASS=700^DOC_NO=3059074^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer – Hemi / Up-date,,,,103710,
DocIssue,DOC_CLASS=700^DOC_NO=3059074^DOC_REV=()^DOC_SHEET=1^,100,"Eng Coord, Release Distribute",,,,100309,
DocIssue,DOC_CLASS=580^DOC_NO=2889904^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,100551,
DocIssue,DOC_CLASS=580^DOC_NO=2889904^DOC_REV=()^DOC_SHEET=1^,20,Approval,,,,100513,
DocIssue,DOC_CLASS=580^DOC_NO=2889904^DOC_REV=()^DOC_SHEET=1^,30,Release Doc,,,,100551,
DocIssue,DOC_CLASS=580^DOC_NO=2889903^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,100551,
DocIssue,DOC_CLASS=580^DOC_NO=2889903^DOC_REV=()^DOC_SHEET=1^,20,Approval,,,,100513,
DocIssue,DOC_CLASS=580^DOC_NO=2889903^DOC_REV=()^DOC_SHEET=1^,30,Release Doc,,,,100551,
DocIssue,DOC_CLASS=700^DOC_NO=3059074^DOC_REV=()^DOC_SHEET=1^,95,Tech Writer–Hemi/doc ready for release?,,,,103710,
DocIssue,DOC_CLASS=580^DOC_NO=3020198^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,100555,
DocIssue,DOC_CLASS=580^DOC_NO=3020198^DOC_REV=()^DOC_SHEET=1^,20,Approver,,,,103880,
DocIssue,DOC_CLASS=735^DOC_NO=3051892^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,100555,
DocIssue,DOC_CLASS=735^DOC_NO=3051892^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,103415,
DocIssue,DOC_CLASS=735^DOC_NO=3051892^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,,,,100555,
DocIssue,DOC_CLASS=735^DOC_NO=3051892^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,,,,100822,
DocIssue,DOC_CLASS=735^DOC_NO=3051892^DOC_REV=()^DOC_SHEET=1^,45,Prod Supervisor Appr_Delete if lead appr,,,,100776,
DocIssue,DOC_CLASS=735^DOC_NO=3051892^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,103834,
DocIssue,DOC_CLASS=735^DOC_NO=3051892^DOC_REV=()^DOC_SHEET=1^,40,QE Approval_Delete if QTech approves,,,,103229,
DocIssue,DOC_CLASS=701^DOC_NO=2987779^DOC_REV=()^DOC_SHEET=1^,10,"Originator-Type ID#, delete ARG_NO_NAM",,,,100604,
DocIssue,DOC_CLASS=701^DOC_NO=2987779^DOC_REV=()^DOC_SHEET=1^,10,ECR creation-completed correctly?,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2987779^DOC_REV=()^DOC_SHEET=1^,40,Notify Creator of ECR disposition,,,,100604,
DocIssue,DOC_CLASS=701^DOC_NO=2987779^DOC_REV=()^DOC_SHEET=1^,50,Close ECR,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2987779^DOC_REV=()^DOC_SHEET=1^,20,Disposition ECR - Cog Eng,,,,103385,
DocIssue,DOC_CLASS=701^DOC_NO=2987779^DOC_REV=()^DOC_SHEET=1^,30,Implement disposition,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2987779^DOC_REV=()^DOC_SHEET=1^,40,Notify Lead of ECR disposition,,,,100604,
DocIssue,DOC_CLASS=580^DOC_NO=2927640^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,100551,
DocIssue,DOC_CLASS=580^DOC_NO=2927640^DOC_REV=()^DOC_SHEET=1^,20,Approval,,,,103424,
DocIssue,DOC_CLASS=580^DOC_NO=2927640^DOC_REV=()^DOC_SHEET=1^,30,Release Doc,,,,100551,
DocIssue,DOC_CLASS=701^DOC_NO=2970166^DOC_REV=()^DOC_SHEET=1^,10,ECR creation-completed correctly?,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2970166^DOC_REV=()^DOC_SHEET=1^,50,Close ECR,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2970166^DOC_REV=()^DOC_SHEET=1^,30,Implement disposition,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2965211^DOC_REV=()^DOC_SHEET=1^,10,ECR creation-completed correctly?,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2965211^DOC_REV=()^DOC_SHEET=1^,50,Close ECR,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2965211^DOC_REV=()^DOC_SHEET=1^,30,Implement disposition,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2983435^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,100259,
DocIssue,DOC_CLASS=701^DOC_NO=2983435^DOC_REV=()^DOC_SHEET=1^,30,Cog Eng,,,,100825,
DocIssue,DOC_CLASS=701^DOC_NO=2983435^DOC_REV=()^DOC_SHEET=1^,40,Notify Originator of ECR disposition,,,,100259,
DocIssue,DOC_CLASS=700^DOC_NO=2952635^DOC_REV=()^DOC_SHEET=1^,70,Cog Eng - HEMI final approval,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=2979043^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2979043^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2979043^DOC_REV=()^DOC_SHEET=1^,15,Cog Eng –  HEMI content review,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=2979043^DOC_REV=()^DOC_SHEET=1^,70,Cog Eng –  HEMI / final approval,,,,102057,
DocIssue,DOC_CLASS=735^DOC_NO=3058374^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,103126,
DocIssue,DOC_CLASS=701^DOC_NO=2912164^DOC_REV=()^DOC_SHEET=1^,10,"Originator-Type ID#, delete ARG_NO_NAM",,,,100604,
DocIssue,DOC_CLASS=701^DOC_NO=2912164^DOC_REV=()^DOC_SHEET=1^,10,ECR creation-completed correctly?,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2912164^DOC_REV=()^DOC_SHEET=1^,40,Notify Creator of ECR disposition,,,,100604,
DocIssue,DOC_CLASS=701^DOC_NO=2912164^DOC_REV=()^DOC_SHEET=1^,50,Close ECR,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2912164^DOC_REV=()^DOC_SHEET=1^,20,Disposition ECR - Cog Eng,,,,103385,
DocIssue,DOC_CLASS=701^DOC_NO=2912164^DOC_REV=()^DOC_SHEET=1^,30,Implement disposition,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2912164^DOC_REV=()^DOC_SHEET=1^,40,Notify Lead of ECR disposition,,,,100604,
DocIssue,DOC_CLASS=735^DOC_NO=3041591^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,100657,
DocIssue,DOC_CLASS=735^DOC_NO=3041591^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,100825,
DocIssue,DOC_CLASS=735^DOC_NO=3041591^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,,,,100657,
DocIssue,DOC_CLASS=735^DOC_NO=3041591^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,,,,100822,
DocIssue,DOC_CLASS=735^DOC_NO=3041591^DOC_REV=()^DOC_SHEET=1^,45,Prod Supervisor Appr_Delete if lead appr,,,,100776,
DocIssue,DOC_CLASS=735^DOC_NO=3041591^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,103083,
DocIssue,DOC_CLASS=735^DOC_NO=3041591^DOC_REV=()^DOC_SHEET=1^,40,QE Approval_Delete if QTech approves,,,,103229,
DocIssue,DOC_CLASS=735^DOC_NO=3041591^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,102450,
